1	20260802	16.03	30.23	0.8858	drifted+contended	ours:swiftSystem:full ours:swiftSystem:floor bun::floor hummingbird::floor rust::floor go::floor ours:posixKqueue:full nginx::floor ours:posixKqueue:floor vapor::floor caddy::floor
2	20260803	30.23	27.03	0.1059	contended	rust::floor nginx::floor hummingbird::floor bun::floor caddy::floor ours:swiftSystem:full ours:posixKqueue:full vapor::floor ours:posixKqueue:floor ours:swiftSystem:floor go::floor
3	20260804	27.03	19.96	0.2616	drifted+contended	rust::floor hummingbird::floor ours:posixKqueue:full vapor::floor ours:posixKqueue:floor go::floor ours:swiftSystem:floor bun::floor ours:swiftSystem:full nginx::floor caddy::floor
